    3.1300    -0.0284    -0.4476     1.6313    -0.0321
    3.1400    -0.0121    -0.4477     1.6319     0.0177
    3.1500     0.0042    -0.4473     1.6307     0.0676
    3.1600     0.0205    -0.4464     1.6277     0.1175
    3.1700     0.0367    -0.4449     1.6229     0.1674
    3.1800     0.0529    -0.4430     1.6162     0.2172
    3.1900     0.0690    -0.4406     1.6077     0.2667
    3.2000     0.0851    -0.4377     1.5974     0.3160
    3.2100     0.1010    -0.4343     1.5853     0.3649
    3.2200     0.1168    -0.4304     1.5715     0.4133
    3.2300     0.1324    -0.4260     1.5558     0.4611
    3.2400     0.1479    -0.4212     1.5385     0.5083
    3.2500     0.1632    -0.4158     1.5195     0.5548
    3.2600     0.1783    -0.4101     1.4989     0.6005
    3.2700     0.1931    -0.4038     1.4766     0.6453
    3.2800     0.2078    -0.3972     1.4529     0.6893
    3.2900     0.2222    -0.3901     1.4276     0.7322
    3.3000     0.2363    -0.3825     1.4009     0.7740
    3.3100     0.2502    -0.3746     1.3728     0.8148
    3.3200     0.2638    -0.3662     1.3434     0.8544
    3.3300     0.2771    -0.3575     1.3127     0.8927
    3.3400     0.2900    -0.3484     1.2809     0.9299
    3.3500     0.3027    -0.3389     1.2479     0.9657
    3.3600     0.3150    -0.3291     1.2139     1.0002
    3.3700     0.3269    -0.3189     1.1788     1.0333
    3.3800     0.3386    -0.3084     1.1429     1.0651
    3.3900     0.3498    -0.2976     1.1061     1.0954
    3.4000     0.3607    -0.2865     1.0684     1.1243
    3.4100     0.3712    -0.2751     1.0301     1.1518
    3.4200     0.3813    -0.2635     0.9911     1.1778
    3.4300     0.3910    -0.2516     0.9515     1.2024
    3.4400     0.4003    -0.2395     0.9114     1.2255
    3.4500     0.4092    -0.2271     0.8708     1.2472
    3.4600     0.4177    -0.2145     0.8298     1.2673
    3.4700     0.4258    -0.2017     0.7885     1.2861
    3.4800     0.4335    -0.1888     0.7468     1.3034
    3.4900     0.4407    -0.1757     0.7049     1.3192
    3.5000     0.4476    -0.1624     0.6629     1.3336
    3.5100     0.4540    -0.1490     0.6207     1.3466
    3.5200     0.4600    -0.1355     0.5784     1.3583
    3.5300     0.4656    -0.1219     0.5361     1.3685
    3.5400     0.4707    -0.1081     0.4938     1.3774
    3.5500     0.4754    -0.0943     0.4515     1.3850
    3.5600     0.4797    -0.0804     0.4093     1.3912
    3.5700     0.4836    -0.0665     0.3673     1.3962
    3.5800     0.4871    -0.0525     0.3254     1.3999
    3.5900     0.4901    -0.0385     0.2838     1.4023
    3.6000     0.4928    -0.0245     0.2424     1.4035
    3.6100     0.4950    -0.0105     0.2012     1.4036
    3.6200     0.4968     0.0036     0.1604     1.4025
    3.6300     0.4982     0.0176     0.1199     1.4002
    3.6400     0.4992     0.0316     0.0797     1.3968
    3.6500     0.4998     0.0455     0.0399     1.3924
    3.6600     0.5000     0.0594     0.0005     1.3868
    3.6700     0.4998     0.0733    -0.0385     1.3803
    3.6800     0.4992     0.0870    -0.0770     1.3727
    3.6900     0.4983     0.1007    -0.1150     1.3642
    3.7000     0.4969     0.1143    -0.1526     1.3547
    3.7100     0.4952     0.1278    -0.1897     1.3442
    3.7200     0.4931     0.1412    -0.2263     1.3329
    3.7300     0.4907     0.1544    -0.2624     1.3206
    3.7400     0.4879     0.1676    -0.2979     1.3075
    3.7500     0.4847     0.1806    -0.3329     1.2936
    3.7600     0.4812     0.1935    -0.3673     1.2788
    3.7700     0.4774     0.2062    -0.4011     1.2633
    3.7800     0.4732     0.2187    -0.4344     1.2470
    3.7900     0.4687     0.2311    -0.4671     1.2299
    3.8000     0.4639     0.2433    -0.4992     1.2121
    3.8100     0.4587     0.2553    -0.5307     1.1936
    3.8200     0.4533     0.2672    -0.5615     1.1744
    3.8300     0.4475     0.2788    -0.5918     1.1546
    3.8400     0.4414     0.2903    -0.6214     1.1341
    3.8500     0.4351     0.3015    -0.6504     1.1129
    3.8600     0.4284     0.3125    -0.6788     1.0912
    3.8700     0.4215     0.3233    -0.7066     1.0688
    3.8800     0.4143     0.3339    -0.7337     1.0459
    3.8900     0.4068     0.3442    -0.7601     1.0224
    3.9000     0.3991     0.3543    -0.7859     0.9984
    3.9100     0.3911     0.3642    -0.8111     0.9738
    3.9200     0.3829     0.3738    -0.8356     0.9487
    3.9300     0.3744     0.3832    -0.8594     0.9231
    3.9400     0.3657     0.3923    -0.8826     0.8970
    3.9500     0.3568     0.4011    -0.9051     0.8704
    3.9600     0.3476     0.4097    -0.9269     0.8434
    3.9700     0.3382     0.4180    -0.9480     0.8159
    3.9800     0.3286     0.4260    -0.9685     0.7879
    3.9900     0.3189     0.4337    -0.9883     0.7596
    4.0000     0.3089     0.4412    -1.0074     0.7308
    4.0100     0.2987     0.4483    -1.0259     0.7016
    4.0200     0.2884     0.4552    -1.0436     0.6720
    4.0300     0.2778     0.4618    -1.0606     0.6421
    4.0400     0.2672     0.4681    -1.0770     0.6117
    4.0500     0.2563     0.4740    -1.0926     0.5810
    4.0600     0.2453     0.4797    -1.1076     0.5499
    4.0700     0.2342     0.4850    -1.1218     0.5185
    4.0800     0.2229     0.4900    -1.1353     0.4868
    4.0900     0.2115     0.4948    -1.1481     0.4547
    4.1000     0.1999     0.4991    -1.1602     0.4223
    4.1100     0.1883     0.5032    -1.1715     0.3896
    4.1200     0.1765     0.5069    -1.1821     0.3566
    4.1300     0.1646     0.5103    -1.1920     0.3234
    4.1400     0.1527     0.5134    -1.2011     0.2898
    4.1500     0.1406     0.5161    -1.2094     0.2559
    4.1600     0.1285     0.5185    -1.2170     0.2218
    4.1700     0.1163     0.5206    -1.2239     0.1874
    4.1800     0.1040     0.5223    -1.2299     0.1528
    4.1900     0.0917     0.5236    -1.2352     0.1179
    4.2000     0.0793     0.5246    -1.2396     0.0828
    4.2100     0.0669     0.5253    -1.2433     0.0475
    4.2200     0.0544     0.5256    -1.2462     0.0120
    4.2300     0.0420     0.5255    -1.2482    -0.0238
    4.2400     0.0295     0.5251    -1.2494    -0.0598
    4.2500     0.0170     0.5243    -1.2498    -0.0959
    4.2600     0.0045     0.5232    -1.2492    -0.1322
    4.2700    -0.0080     0.5217    -1.2479    -0.1687
    4.2800    -0.0205     0.5198    -1.2456    -0.2054
    4.2900    -0.0329     0.5176    -1.2425    -0.2422
    4.3000    -0.0453     0.5150    -1.2384    -0.2791
    4.3100    -0.0577     0.5120    -1.2334    -0.3162
    4.3200    -0.0700     0.5086    -1.2275    -0.3534
    4.3300    -0.0822     0.5049    -1.2206    -0.3907
    4.3400    -0.0944     0.5008    -1.2128    -0.4281
    4.3500    -0.1065     0.4963    -1.2039    -0.4655
    4.3600    -0.1185     0.4915    -1.1941    -0.5030
    4.3700    -0.1303     0.4863    -1.1832    -0.5406
    4.3800    -0.1421     0.4807    -1.1713    -0.5782
    4.3900    -0.1538     0.4747    -1.1583    -0.6158
    4.4000    -0.1653     0.4684    -1.1442    -0.6534
    4.4100    -0.1766     0.4617    -1.1290    -0.6909
    4.4200    -0.1879     0.4546    -1.1127    -0.7285
    4.4300    -0.1989     0.4471    -1.0952    -0.7659
    4.4400    -0.2098     0.4392    -1.0765    -0.8033
    4.4500    -0.2204     0.4310    -1.0566    -0.8405
    4.4600    -0.2309     0.4224    -1.0355    -0.8776
    4.4700    -0.2411     0.4135    -1.0131    -0.9145
    4.4800    -0.2511     0.4041    -0.9895    -0.9512
    4.4900    -0.2609     0.3944    -0.9645    -0.9876
    4.5000    -0.2704     0.3844    -0.9382    -1.0238
    4.5100    -0.2797     0.3740    -0.9105    -1.0596
    4.5200    -0.2886     0.3632    -0.8814    -1.0951
    4.5300    -0.2973     0.3521    -0.8509    -1.1302
    4.5400    -0.3056     0.3406    -0.8189    -1.1648
    4.5500    -0.3137     0.3288    -0.7855    -1.1990
    4.5600    -0.3213     0.3166    -0.7505    -1.2325
    4.5700    -0.3287     0.3041    -0.7139    -1.2655
    4.5800    -0.3356     0.2913    -0.6758    -1.2977
    4.5900    -0.3422     0.2782    -0.6361    -1.3293
    4.6000    -0.3483     0.2647    -0.5947    -1.3600
    4.6100    -0.3541     0.2510    -0.5517    -1.3898
    4.6200    -0.3593     0.2369    -0.5070    -1.4186
    4.6300    -0.3642     0.2226    -0.4605    -1.4463
    4.6400    -0.3685     0.2080    -0.4124    -1.4729
    4.6500    -0.3724     0.1932    -0.3624    -1.4983
    4.6600    -0.3758     0.1781    -0.3107    -1.5222
    4.6700    -0.3786     0.1627    -0.2573    -1.5447
    4.6800    -0.3809     0.1472    -0.2020    -1.5656
    4.6900    -0.3827     0.1314    -0.1450    -1.5848
    4.7000    -0.3838     0.1155    -0.0862    -1.6021
    4.7100    -0.3844     0.0994    -0.0256    -1.6174
    4.7200    -0.3843     0.0832     0.0367    -1.6306
    4.7300    -0.3836     0.0668     0.1008    -1.6415
    4.7400    -0.3823     0.0503     0.1665    -1.6499
    4.7500    -0.3803     0.0338     0.2338    -1.6557
    4.7600    -0.3776     0.0172     0.3027    -1.6587
    4.7700    -0.3742     0.0007     0.3730    -1.6587
    4.7800    -0.3701    -0.0159     0.4447    -1.6556
    4.7900    -0.3653    -0.0324     0.5177    -1.6491
    4.8000    -0.3598    -0.0489     0.5917    -1.6391
    4.8100    -0.3535    -0.0652     0.6667    -1.6253
    4.8200    -0.3464    -0.0814     0.7426    -1.6077
    4.8300    -0.3386    -0.0973     0.8189    -1.5860
    4.8400    -0.3301    -0.1131     0.8957    -1.5600
    4.8500    -0.3207    -0.1285     0.9725    -1.5296
    4.8600    -0.3106    -0.1436     1.0491    -1.4946
    4.8700    -0.2997    -0.1584     1.1253    -1.4549
    4.8800    -0.2881    -0.1727     1.2006    -1.4103
    4.8900    -0.2757    -0.1866     1.2748    -1.3609
    4.9000    -0.2626    -0.1999     1.3474    -1.3065
    4.9100    -0.2488    -0.2127     1.4181    -1.2471
    4.9200    -0.2343    -0.2248     1.4864    -1.1827
    4.9300    -0.2191    -0.2363     1.5518    -1.1135
    4.9400    -0.2033    -0.2471     1.6141    -1.0393
    4.9500    -0.1868    -0.2571     1.6726    -0.9606
    4.9600    -0.1698    -0.2663     1.7270    -0.8773
    4.9700    -0.1523    -0.2746     1.7768    -0.7898
    4.9800    -0.1343    -0.2820     1.8217    -0.6985
    4.9900    -0.1159    -0.2885     1.8612    -0.6036
    5.0000    -0.0971    -0.2941     1.8950    -0.5055
